[0.018955523, 0.020215401, 0.019731604, 0.019446973, 0.019117044, 0.019134317, 0.021031534, 0.019834137, 0.019112879, 0.018538754, 0.018835604, 0.019113669, 0.019233694, 0.01986094, 0.018849947, 0.017845742, 0.019113686, 0.021846524, 0.018970612, 0.019766143, 0.019717224, 0.018700499, 0.020051161, 0.021705149, 0.018351234, 0.021515494, 0.019393967, 0.018161304, 0.019553067, 0.017748095, 0.018541701, 0.020258682, 0.020251002, 0.020587802, 0.01838153, 0.022218795, 0.018077301, 0.019904122, 0.020287018, 0.019626519, 0.018052371, 0.019077759, 0.020216923, 0.020322235, 0.020417992, 0.018913904, 0.019447081, 0.017990233, 0.020452952, 0.019301355, 0.018559791, 0.020432679, 0.019391844, 0.01965172, 0.018978503, 0.019808548, 0.01809356, 0.019654328, 0.019888885, 0.018946895, 0.018138973, 0.019429462, 0.02046367, 0.019050803]

[0.018554633, 0.02062235, 0.019828288, 0.019275077, 0.018789669, 0.018798176, 0.022062693, 0.02001504, 0.018737236, 0.017830243, 0.018319311, 0.018723385, 0.018967034, 0.019932456, 0.018325016, 0.016730368, 0.018811902, 0.02360367, 0.018619346, 0.019884352, 0.019624515, 0.018097246, 0.020306658, 0.023235977, 0.017524702, 0.022892106, 0.019213736, 0.017209284, 0.01951672, 0.016677439, 0.01782758, 0.020685734, 0.020696755, 0.021315033, 0.017658863, 0.024086818, 0.017080298, 0.020091029, 0.020660451, 0.019654449, 0.016939128, 0.018654583, 0.020630896, 0.020714456, 0.02091603, 0.018450933, 0.019334869, 0.016914707, 0.021018337, 0.019103203, 0.017837543, 0.020902809, 0.019216429, 0.019631442, 0.018581783, 0.019831434, 0.017080568, 0.019611327, 0.020110805, 0.018496849, 0.017179865, 0.019235529, 0.021107642, 0.018616021]

[0.01801075, 0.021143293, 0.019863496, 0.018983124, 0.01834538, 0.018330224, 0.023435609, 0.020190019, 0.018205246, 0.016973114, 0.017672462, 0.018116867, 0.018661276, 0.019998996, 0.017689154, 0.015318428, 0.018471612, 0.026063712, 0.018147646, 0.020025762, 0.019494303, 0.017245585, 0.020556174, 0.025403816, 0.016488284, 0.024774326, 0.018982297, 0.016009364, 0.019396571, 0.015397817, 0.016823059, 0.021165151, 0.021285813, 0.022187255, 0.016795238, 0.02665557, 0.015836418, 0.020322803, 0.021172294, 0.019662345, 0.015515818, 0.017998796, 0.021206472, 0.021208741, 0.021559961, 0.017910048, 0.019127874, 0.015521418, 0.021761827, 0.018738579, 0.016898805, 0.021464489, 0.018956997, 0.019630592, 0.018067414, 0.019869471, 0.015787967, 0.019580873, 0.020291789, 0.017917631, 0.015969897, 0.019015135, 0.021985037, 0.017960984]

[0.0173425, 0.021698521, 0.019870097, 0.018602148, 0.01778473, 0.017681114, 0.025105536, 0.020352658, 0.017435839, 0.015970003, 0.016936969, 0.017363446, 0.018336089, 0.02004157, 0.016938923, 0.013708263, 0.018067254, 0.029244874, 0.017569432, 0.020215373, 0.019289348, 0.016202269, 0.020846503, 0.028230106, 0.015268562, 0.027221676, 0.018659594, 0.01466704, 0.019204713, 0.013982262, 0.015631119, 0.021684287, 0.021917846, 0.023187142, 0.015899677, 0.029968971, 0.014384168, 0.020505026, 0.021715499, 0.019659247, 0.013950358, 0.017186886, 0.022014707, 0.021731589, 0.022301864, 0.017301448, 0.0188621, 0.013968761, 0.022578683, 0.018299602, 0.015797433, 0.022045702, 0.018568309, 0.01951598, 0.017405437, 0.019886464, 0.014329691, 0.019476498, 0.020512357, 0.017212154, 0.014555409, 0.0187336, 0.022985009, 0.017104186]

[0.016490683, 0.022299707, 0.019790478, 0.018048326, 0.017121324, 0.017009737, 0.027075512, 0.020410122, 0.016492024, 0.014914908, 0.016237807, 0.016397372, 0.018079473, 0.019989364, 0.016127266, 0.012040904, 0.017736664, 0.033039179, 0.016977867, 0.020375891, 0.019001978, 0.015076591, 0.021122135, 0.031720549, 0.01392228, 0.030021457, 0.018249944, 0.013309762, 0.019018348, 0.012529868, 0.014372949, 0.022213178, 0.022626992, 0.024281764, 0.014956645, 0.034079909, 0.012864253, 0.020587109, 0.022332869, 0.019634761, 0.012349392, 0.016274782, 0.022848554, 0.022207161, 0.023078136, 0.016694536, 0.018414257, 0.012379641, 0.023471648, 0.017766597, 0.014649587, 0.022607513, 0.01807541, 0.019309286, 0.016723175, 0.019828172, 0.012791934, 0.019268807, 0.02078633, 0.016363986, 0.013026047, 0.01846379, 0.024131503, 0.01617402]

[0.015684659, 0.02287879, 0.019563084, 0.017368194, 0.01641833, 0.016265385, 0.029085191, 0.020309554, 0.015445846, 0.013975131, 0.015502442, 0.015362733, 0.017813791, 0.019854693, 0.015270164, 0.010551503, 0.017375534, 0.03722807, 0.01636936, 0.020449873, 0.018606938, 0.013885424, 0.021312069, 0.035486892, 0.012655696, 0.03312175, 0.01780414, 0.012021096, 0.018723654, 0.011118107, 0.013049111, 0.022640791, 0.023322972, 0.025397589, 0.014087902, 0.038578007, 0.011470433, 0.020474691, 0.022876248, 0.019482316, 0.010921475, 0.01538875, 0.023626532, 0.022584369, 0.023788244, 0.01617476, 0.017970104, 0.0109587, 0.024223389, 0.017260181, 0.013512457, 0.023149554, 0.017552234, 0.019085115, 0.016002497, 0.019663611, 0.011430141, 0.019041115, 0.021069458, 0.015566469, 0.011639514, 0.018075237, 0.025276089, 0.015156992]

